id,model,partner_id:id,amount_currency,currency_id:id
str,str,search;vat,str,ref
aml_cicsa_2555,account.move.line,VEJ308120219,,
aml_cicsa_2556,account.move.line,VEJ308120219,,
aml_cicsa_2557,account.move.line,VEJ308120219,,
aml_cicsa_2558,account.move.line,VEJ308120219,,
aml_cicsa_2559,account.move.line,VEJ300077713,,
aml_cicsa_2560,account.move.line,VEJ300077713,,
aml_cicsa_2561,account.move.line,VEJ300077713,,
aml_cicsa_2562,account.move.line,VEJ300077713,,
aml_cicsa_2563,account.move.line,VEJ300077713,,
aml_cicsa_2564,account.move.line,VEJ300077713,,
aml_cicsa_2565,account.move.line,VEJ300077713,,
aml_cicsa_2566,account.move.line,VEJ300077713,,
aml_cicsa_2567,account.move.line,VEJ300077713,,
aml_cicsa_2568,account.move.line,VEJ300077713,,
aml_cicsa_2569,account.move.line,VEJ003109088,,
aml_cicsa_2570,account.move.line,VEJ003109088,,
aml_cicsa_2571,account.move.line,VEJ003109088,,
aml_cicsa_2572,account.move.line,VEJ003109088,,
aml_cicsa_2573,account.move.line,VEJ309831593,,
aml_cicsa_2574,account.move.line,VEJ309831593,,
aml_cicsa_2575,account.move.line,VEJ309831593,,
aml_cicsa_2576,account.move.line,VEJ309831593,,
aml_cicsa_2577,account.move.line,VEJ309831593,,
aml_cicsa_2578,account.move.line,VEJ001612165,,
aml_cicsa_2579,account.move.line,VEJ001612165,,
aml_cicsa_2580,account.move.line,VEJ001612165,,
aml_cicsa_2581,account.move.line,VEJ001612165,,
aml_cicsa_2582,account.move.line,VEJ001612165,,
aml_cicsa_2583,account.move.line,VEJ001612165,,
aml_cicsa_2584,account.move.line,VEJ001612165,,
aml_cicsa_2585,account.move.line,VEJ001612165,,
aml_cicsa_2586,account.move.line,VEJ001612165,,
aml_cicsa_2587,account.move.line,VEJ001612165,,
aml_cicsa_2588,account.move.line,VEJ001612165,,
aml_cicsa_2589,account.move.line,VEJ001612165,,
aml_cicsa_2590,account.move.line,VEJ001612165,,
aml_cicsa_2591,account.move.line,VEJ001612165,,
aml_cicsa_2592,account.move.line,VEJ070284668,,
aml_cicsa_2593,account.move.line,VEJ070284668,,
aml_cicsa_2594,account.move.line,VEJ070284668,,
aml_cicsa_2595,account.move.line,VEJ070284668,,
aml_cicsa_2596,account.move.line,VEV133184402,,
aml_cicsa_2597,account.move.line,VEV133184402,,
aml_cicsa_2598,account.move.line,VEG200000031,,
aml_cicsa_2599,account.move.line,VEG200000031,,
aml_cicsa_2600,account.move.line,VEV151548993,,
aml_cicsa_2601,account.move.line,VEV151548993,,
aml_cicsa_2602,account.move.line,VEV172228611,,
aml_cicsa_2603,account.move.line,VEV172228611,,
aml_cicsa_2604,account.move.line,VEJ315297876,,
aml_cicsa_2605,account.move.line,VEJ315297876,,
aml_cicsa_2606,account.move.line,VEJ315297876,,
aml_cicsa_2607,account.move.line,VEJ313040045,,
aml_cicsa_2608,account.move.line,VEJ313040045,,
aml_cicsa_2609,account.move.line,VEJ313040045,,
aml_cicsa_2610,account.move.line,VEJ001824421,,
aml_cicsa_2611,account.move.line,VEJ001824421,,
aml_cicsa_2612,account.move.line,VEJ001824421,,
aml_cicsa_2613,account.move.line,VEJ001824421,,
aml_cicsa_2614,account.move.line,VEJ001824421,,
aml_cicsa_2615,account.move.line,VEJ001824421,,
aml_cicsa_2616,account.move.line,VEJ001824421,,
aml_cicsa_2617,account.move.line,VEJ297785213,,
aml_cicsa_2618,account.move.line,VEJ297785213,,
aml_cicsa_2619,account.move.line,VEV049726860,,
aml_cicsa_2620,account.move.line,VEV049726860,,
aml_cicsa_2621,account.move.line,VEV089702840,,
aml_cicsa_2622,account.move.line,VEV089702840,,
aml_cicsa_2623,account.move.line,VEJ307193964,,
aml_cicsa_2624,account.move.line,VEJ307193964,,
aml_cicsa_2625,account.move.line,VEJ307193964,,
aml_cicsa_2626,account.move.line,VEJ294668666,,
aml_cicsa_2627,account.move.line,VEJ294668666,,
aml_cicsa_2628,account.move.line,VEJ003539554,,
aml_cicsa_2629,account.move.line,VEJ003539554,,
aml_cicsa_2630,account.move.line,VEJ310308292,,
aml_cicsa_2631,account.move.line,VEJ310308292,,
aml_cicsa_2632,account.move.line,VEJ310308292,,
aml_cicsa_2633,account.move.line,VEJ306203117,,
aml_cicsa_2634,account.move.line,VEJ306203117,,
aml_cicsa_2635,account.move.line,VEJ306203117,,
aml_cicsa_2636,account.move.line,VEJ306203117,,
aml_cicsa_2637,account.move.line,VEJ306203117,,
aml_cicsa_2638,account.move.line,VEJ306203117,,
aml_cicsa_2639,account.move.line,VEJ306203117,,
aml_cicsa_2640,account.move.line,VEJ306203117,,
aml_cicsa_2641,account.move.line,VEJ306203117,,
aml_cicsa_2642,account.move.line,VEJ306203117,,
aml_cicsa_2643,account.move.line,VEJ306203117,,
aml_cicsa_2644,account.move.line,VEJ306203117,,
aml_cicsa_2645,account.move.line,VEJ306203117,,
aml_cicsa_2646,account.move.line,VEJ303900909,,
aml_cicsa_2647,account.move.line,VEJ303900909,,
aml_cicsa_2648,account.move.line,VEJ080033078,,
aml_cicsa_2649,account.move.line,VEJ080033078,,
aml_cicsa_2650,account.move.line,VEJ003439940,,
aml_cicsa_2651,account.move.line,VEJ003439940,,
aml_cicsa_2652,account.move.line,VEJ000815747,,
aml_cicsa_2653,account.move.line,VEJ000815747,,
aml_cicsa_2654,account.move.line,VEJ301406834,,
aml_cicsa_2655,account.move.line,VEJ301406834,,
aml_cicsa_2656,account.move.line,VEJ301406834,,
aml_cicsa_2657,account.move.line,VEJ301406834,,
aml_cicsa_2658,account.move.line,VEJ301406834,,
aml_cicsa_2659,account.move.line,VEJ301406834,,
aml_cicsa_2660,account.move.line,VEJ301406834,,
aml_cicsa_2661,account.move.line,VEJ301406834,,
aml_cicsa_2662,account.move.line,VEJ301406834,,
aml_cicsa_2663,account.move.line,VEJ301406834,,
aml_cicsa_2664,account.move.line,VEJ301406834,,
aml_cicsa_2665,account.move.line,VEJ001241345,,
aml_cicsa_2666,account.move.line,VEJ001241345,,
