id,model,partner_id:id,amount_currency,currency_id:id
str,str,search;vat,str,ref
aml_cicsa_5639,account.move.line,VEJ303900909,,
aml_cicsa_5640,account.move.line,VEJ303900909,,
aml_cicsa_5641,account.move.line,VEJ303900909,,
aml_cicsa_5642,account.move.line,VEJ303900909,,
aml_cicsa_5643,account.move.line,VEJ303900909,,
aml_cicsa_5644,account.move.line,VEJ303900909,,
aml_cicsa_5645,account.move.line,VEJ303900909,,
aml_cicsa_5646,account.move.line,VEJ303900909,,
aml_cicsa_5647,account.move.line,VEJ303900909,,
aml_cicsa_5648,account.move.line,VEJ303900909,,
aml_cicsa_5649,account.move.line,VEJ303900909,,
aml_cicsa_5650,account.move.line,VEJ303900909,,
aml_cicsa_5651,account.move.line,VEJ303900909,,
aml_cicsa_5652,account.move.line,VEJ303900909,,
aml_cicsa_5653,account.move.line,VEJ303900909,,
aml_cicsa_5654,account.move.line,VEJ303900909,,
aml_cicsa_5655,account.move.line,VEJ303900909,,
aml_cicsa_5656,account.move.line,VEJ303900909,,
aml_cicsa_5657,account.move.line,VEJ303900909,,
aml_cicsa_5658,account.move.line,VEJ303900909,,
aml_cicsa_5659,account.move.line,VEJ303900909,,
aml_cicsa_5660,account.move.line,VEJ303900909,,
aml_cicsa_5661,account.move.line,VEJ303900909,,
aml_cicsa_5662,account.move.line,VEJ303900909,,
aml_cicsa_5663,account.move.line,VEJ303900909,,
aml_cicsa_5664,account.move.line,VEJ303900909,,
aml_cicsa_5665,account.move.line,VEJ303900909,,
aml_cicsa_5666,account.move.line,VEJ303900909,,
aml_cicsa_5667,account.move.line,VEJ303900909,,
aml_cicsa_5668,account.move.line,VEJ303900909,,
aml_cicsa_5669,account.move.line,VEJ303900909,,
aml_cicsa_5670,account.move.line,VEJ303900909,,
aml_cicsa_5671,account.move.line,VEJ303900909,,
aml_cicsa_5672,account.move.line,VEJ303900909,,
aml_cicsa_5673,account.move.line,VEJ303900909,,
aml_cicsa_5674,account.move.line,VEJ303900909,,
aml_cicsa_5675,account.move.line,VEJ303900909,,
aml_cicsa_5676,account.move.line,VEJ400406811,,
aml_cicsa_5677,account.move.line,VEJ400406811,,
aml_cicsa_5678,account.move.line,VEJ400406811,,
aml_cicsa_5679,account.move.line,VEJ400406811,,
aml_cicsa_5680,account.move.line,VEJ400406811,,
aml_cicsa_5681,account.move.line,VEJ400406811,,
aml_cicsa_5682,account.move.line,VEJ400406811,,
aml_cicsa_5683,account.move.line,VEJ400406811,,
aml_cicsa_5684,account.move.line,VEJ400406811,,
aml_cicsa_5685,account.move.line,VEJ400406811,,
aml_cicsa_5686,account.move.line,VEJ400406811,,
aml_cicsa_5687,account.move.line,VEJ400406811,,
aml_cicsa_5688,account.move.line,VEJ400406811,,
